snr_db,symbol_id,tx_I,tx_Q,rx_I,rx_Q
0,0,-0.9486832980505138,-0.9486832980505138,-0.1506976314963654,-0.7685587887502958
0,0,-0.9486832980505138,-0.9486832980505138,-0.8467239560759291,-0.9036831274937576
0,0,-0.9486832980505138,-0.9486832980505138,-1.7372902171416584,0.2206461505699319
0,0,-0.9486832980505138,-0.9486832980505138,-0.0782019422379312,-0.8622227810165386
0,0,-0.9486832980505138,-0.9486832980505138,-1.0580431290834589,-0.3823286049953517
0,0,-0.9486832980505138,-0.9486832980505138,-1.3718068751191947,-0.2968080582438827
0,0,-0.9486832980505138,-0.9486832980505138,-0.7019085905567146,-0.946205864639703
0,0,-0.9486832980505138,-0.9486832980505138,-0.0855960766822494,-1.6639076582212926
0,0,-0.9486832980505138,-0.9486832980505138,-1.534669698319897,-1.5401231612607615
0,0,-0.9486832980505138,-0.9486832980505138,-1.7343210017529698,-0.8902797098431345
0,0,-0.9486832980505138,-0.9486832980505138,-1.3194126386870777,-0.9836316683193452
0,0,-0.9486832980505138,-0.9486832980505138,-1.721849601575302,-1.485049131050187
0,0,-0.9486832980505138,-0.9486832980505138,-2.1050399447209336,-0.9405505108701012
0,0,-0.9486832980505138,-0.9486832980505138,-2.140173115678565,-0.7995391201943519
0,0,-0.9486832980505138,-0.9486832980505138,-0.4591326346020605,-1.9461554959410592
0,0,-0.9486832980505138,-0.9486832980505138,-2.6376540657371845,-1.1368796269407493
0,0,-0.9486832980505138,-0.9486832980505138,-1.48213188453182,-1.4136440789591094
0,0,-0.9486832980505138,-0.9486832980505138,-1.6933764128281554,-0.132579775606607
0,0,-0.9486832980505138,-0.9486832980505138,0.3124283261595826,-1.267554927692267
0,0,-0.9486832980505138,-0.9486832980505138,-0.6342587412720613,-1.7709437176656029
0,0,-0.9486832980505138,-0.9486832980505138,-0.8648071051136721,-0.2912245730473793
0,0,-0.9486832980505138,-0.9486832980505138,-0.5755501390905566,-1.35709601961648
0,0,-0.9486832980505138,-0.9486832980505138,-2.150597799491278,-0.6867501776707718
0,0,-0.9486832980505138,-0.9486832980505138,-1.7585365907510693,-1.6782312190224649
0,0,-0.9486832980505138,-0.9486832980505138,-1.3619136052848355,-1.0754606251934542
0,0,-0.9486832980505138,-0.9486832980505138,-0.3071381884977567,-1.0541522837903925
0,0,-0.9486832980505138,-0.9486832980505138,-0.5707386612633222,-0.8550178038380933
0,0,-0.9486832980505138,-0.9486832980505138,-0.9122713084345953,-0.6552617359864301
0,0,-0.9486832980505138,-0.9486832980505138,-0.5370711008809745,-1.0548996247518196
0,0,-0.9486832980505138,-0.9486832980505138,-1.5202613917959105,-0.86031800564412
0,0,-0.9486832980505138,-0.9486832980505138,-1.009439348190626,-1.2628312287930767
0,0,-0.9486832980505138,-0.9486832980505138,-0.7282986591491516,-0.5097257383145857
0,0,-0.9486832980505138,-0.9486832980505138,-1.6784698981626045,-0.9967327261695016
0,0,-0.9486832980505138,-0.9486832980505138,-0.2806353473499259,-1.3387942783720308
0,0,-0.9486832980505138,-0.9486832980505138,-1.53282351616244,-1.396754215744003
0,0,-0.9486832980505138,-0.9486832980505138,-1.7003351437976375,-1.2156636362512612
0,0,-0.9486832980505138,-0.9486832980505138,-0.5199615058162403,0.1355707899464047
0,0,-0.9486832980505138,-0.9486832980505138,-1.0950548976100216,-0.4045690195074292
0,0,-0.9486832980505138,-0.9486832980505138,-1.4835933216131754,-1.051040783820996
0,0,-0.9486832980505138,-0.9486832980505138,-2.63591475606136,-1.8360573136608005
0,0,-0.9486832980505138,-0.9486832980505138,-0.3307354898347163,-2.257203540920538
0,0,-0.9486832980505138,-0.9486832980505138,-1.0281958908799984,-1.3339765378351571
0,0,-0.9486832980505138,-0.9486832980505138,-1.8454427547582315,-1.730244159348174
0,0,-0.9486832980505138,-0.9486832980505138,-0.4582625936180298,-2.273334584292772
0,0,-0.9486832980505138,-0.9486832980505138,-1.467066086242982,-1.3956525660165158
0,0,-0.9486832980505138,-0.9486832980505138,0.3421123179977958,-0.530145014321637
0,0,-0.9486832980505138,-0.9486832980505138,-1.3325326815737215,-1.437715191825624
0,0,-0.9486832980505138,-0.9486832980505138,-1.2518023694440663,-0.9785139256259072
0,0,-0.9486832980505138,-0.9486832980505138,-0.0307526304148992,-0.6026930630957619
0,0,-0.9486832980505138,-0.9486832980505138,-1.0811357211382493,-1.1945833611744707
0,0,-0.9486832980505138,-0.9486832980505138,-2.097846313771164,-0.7972353105533255
0,0,-0.9486832980505138,-0.9486832980505138,-0.8276273018499437,-2.1155138148446087
0,0,-0.9486832980505138,-0.9486832980505138,-0.2424809523996793,-0.6497828720867351
0,0,-0.9486832980505138,-0.9486832980505138,-1.4811853867544078,-0.2198703837216329
0,0,-0.9486832980505138,-0.9486832980505138,-1.0589701414411274,-1.484161649109295
0,0,-0.9486832980505138,-0.9486832980505138,-1.905647910928553,0.1588738999088175
0,0,-0.9486832980505138,-0.9486832980505138,-1.3082036035372038,-1.2245745269325046
0,0,-0.9486832980505138,-0.9486832980505138,-1.4029579979852551,0.1139014766917632
0,0,-0.9486832980505138,-0.9486832980505138,-1.714316578684218,-1.2522614382367077
0,0,-0.9486832980505138,-0.9486832980505138,-0.651752473061976,-0.1324516646028328
0,0,-0.9486832980505138,-0.9486832980505138,-0.1311034391015308,-0.3181642142301778
0,0,-0.9486832980505138,-0.9486832980505138,-1.332073749163719,-0.7324018409998352
0,0,-0.9486832980505138,-0.9486832980505138,-1.26433173576867,-1.7157530814969093
0,0,-0.9486832980505138,-0.9486832980505138,-0.6852428435977369,-0.9283423023788
0,0,-0.9486832980505138,-0.9486832980505138,-1.0954370760564025,-1.156521692553976
0,0,-0.9486832980505138,-0.9486832980505138,-2.0687283821759754,-1.4720622625469906
0,0,-0.9486832980505138,-0.9486832980505138,-0.9214256903261072,-2.390339654792771
0,0,-0.9486832980505138,-0.9486832980505138,-0.4930927460633956,-0.5742154010399165
0,0,-0.9486832980505138,-0.9486832980505138,-1.4183086164935756,-1.653600279639721
0,0,-0.9486832980505138,-0.9486832980505138,-1.154044149965794,-0.6570612599640633
0,0,-0.9486832980505138,-0.9486832980505138,-1.754810065273542,-1.5388556313296786
0,0,-0.9486832980505138,-0.9486832980505138,-0.436439210541828,-0.1125225514098834
0,0,-0.9486832980505138,-0.9486832980505138,-1.3886273224223258,0.2920541128134495
0,0,-0.9486832980505138,-0.9486832980505138,-0.1854377125650845,-0.1492902196373866
0,0,-0.9486832980505138,-0.9486832980505138,-1.570207125286207,-1.6913922547679507
0,0,-0.9486832980505138,-0.9486832980505138,-0.5636904817853219,-1.799142806671871
0,0,-0.9486832980505138,-0.9486832980505138,-1.2719231556123096,-1.1202856381786668
0,0,-0.9486832980505138,-0.9486832980505138,-0.0781677497716902,-1.5094254907618132
0,0,-0.9486832980505138,-0.9486832980505138,-1.6660739584949718,-2.2024636417975887
0,0,-0.9486832980505138,-0.9486832980505138,-0.2287398850572354,-1.0362721211121924
0,0,-0.9486832980505138,-0.9486832980505138,-0.7503502978663146,-0.7260650832141714
0,0,-0.9486832980505138,-0.9486832980505138,-1.4278111441248376,0.2641120166962791
0,0,-0.9486832980505138,-0.9486832980505138,-0.6549564671686636,-2.022952706797966
0,0,-0.9486832980505138,-0.9486832980505138,-0.5426897978875167,-0.8777823092305868
