snr_db,symbol_id,tx_I,tx_Q,rx_I,rx_Q,r,theta
0,0,-0.9486832980505138,-0.9486832980505138,-2.6376540657371845,-1.1368796269407493,2.872231581306221,-2.7346347304296126
0,0,-0.9486832980505138,-0.9486832980505138,-1.48213188453182,-1.4136440789591094,2.0481954264966986,-2.379841015610149
0,0,-0.9486832980505138,-0.9486832980505138,-1.6933764128281554,-0.132579775606607,1.6985585278178228,-3.063458890783289
0,0,-0.9486832980505138,-0.9486832980505138,0.3124283261595826,-1.267554927692267,1.3054910776040667,-1.3291323068678753
0,0,-0.9486832980505138,-0.9486832980505138,-0.6342587412720613,-1.7709437176656029,1.8810969677343288,-1.9147108169401919
0,0,-0.9486832980505138,-0.9486832980505138,-0.8648071051136721,-0.2912245730473793,0.9125256604620597,-2.8167694470148894
0,0,-0.9486832980505138,-0.9486832980505138,-0.5755501390905566,-1.35709601961648,1.4740989007071583,-1.9719079898137482
0,0,-0.9486832980505138,-0.9486832980505138,-2.150597799491278,-0.6867501776707718,2.2575864771271914,-2.8324976839086085
0,0,-0.9486832980505138,-0.9486832980505138,-1.7585365907510693,-1.6782312190224649,2.4308251614445706,-2.3795567786884497
0,0,-0.9486832980505138,-0.9486832980505138,-1.3619136052848355,-1.0754606251934542,1.735345563454563,-2.4731830727141224
0,0,-0.9486832980505138,-0.9486832980505138,-0.3071381884977567,-1.0541522837903925,1.0979849289740655,-1.8543081201905012
0,0,-0.9486832980505138,-0.9486832980505138,-0.5707386612633222,-0.8550178038380933,1.0280068406099083,-2.1593871828132327
0,0,-0.9486832980505138,-0.9486832980505138,-0.9122713084345953,-0.6552617359864301,1.123212750480032,-2.5187065496493393
0,0,-0.9486832980505138,-0.9486832980505138,-0.5370711008809745,-1.0548996247518196,1.1837476866727266,-2.041713743331014
0,0,-0.9486832980505138,-0.9486832980505138,-1.5202613917959105,-0.86031800564412,1.7468090251142838,-2.6266231182420836
0,0,-0.9486832980505138,-0.9486832980505138,-1.009439348190626,-1.2628312287930767,1.6166974083267864,-2.2451384853553424
0,0,-0.9486832980505138,-0.9486832980505138,-0.7282986591491516,-0.5097257383145857,0.8889540287432199,-2.530943477125221
0,0,-0.9486832980505138,-0.9486832980505138,-1.6784698981626045,-0.9967327261695016,1.9521109923504019,-2.605719210025565
0,0,-0.9486832980505138,-0.9486832980505138,-0.2806353473499259,-1.3387942783720308,1.3678911937664853,-1.7774226049032373
0,0,-0.9486832980505138,-0.9486832980505138,-1.53282351616244,-1.396754215744003,2.073757524615458,-2.402607861657457
0,0,-0.9486832980505138,-0.9486832980505138,-1.7003351437976375,-1.2156636362512612,2.0902099602042306,-2.5208999284604383
0,0,-0.9486832980505138,-0.9486832980505138,-0.5199615058162403,0.1355707899464047,0.5373447744394508,2.886538731245574
0,0,-0.9486832980505138,-0.9486832980505138,-1.0950548976100216,-0.4045690195074292,1.167399383383809,-2.787695799151458
0,0,-0.9486832980505138,-0.9486832980505138,-1.4835933216131754,-1.051040783820996,1.818168274167787,-2.525222926629695
0,0,-0.9486832980505138,-0.9486832980505138,-2.63591475606136,-1.8360573136608005,3.2123438577259025,-2.5331830984280996
0,0,-0.9486832980505138,-0.9486832980505138,-0.3307354898347163,-2.257203540920538,2.2813052819341,-1.7162854750678505
0,0,-0.9486832980505138,-0.9486832980505138,-1.0281958908799984,-1.3339765378351571,1.6842446952617027,-2.2274614552896055
0,0,-0.9486832980505138,-0.9486832980505138,-1.8454427547582315,-1.730244159348174,2.529704293400341,-2.388400543541108
0,0,-0.9486832980505138,-0.9486832980505138,-0.4582625936180298,-2.273334584292772,2.3190633317896077,-1.7697122644871603
0,0,-0.9486832980505138,-0.9486832980505138,-1.467066086242982,-1.3956525660165158,2.0248775238104613,-2.381135366595441
0,0,-0.9486832980505138,-0.9486832980505138,0.3421123179977958,-0.530145014321637,0.6309473625714855,-0.9977192761378227
0,0,-0.9486832980505138,-0.9486832980505138,-1.3325326815737215,-1.437715191825624,1.9602725117361217,-2.3182440920896257
0,0,-0.9486832980505138,-0.9486832980505138,-1.2518023694440663,-0.9785139256259072,1.5888671041939293,-2.478120190296069
0,0,-0.9486832980505138,-0.9486832980505138,-0.0307526304148992,-0.6026930630957619,0.6034771350939382,-1.6217774726851861
0,0,-0.9486832980505138,-0.9486832980505138,-1.0811357211382493,-1.1945833611744707,1.6111746815029147,-2.3063843873356236
0,0,-0.9486832980505138,-0.9486832980505138,-2.097846313771164,-0.7972353105533255,2.244224430977508,-2.7784232713444816
0,0,-0.9486832980505138,-0.9486832980505138,-0.8276273018499437,-2.1155138148446087,2.27164382145745,-1.943709253899641
0,0,-0.9486832980505138,-0.9486832980505138,-0.2424809523996793,-0.6497828720867351,0.693552300215306,-1.9279636456356848
0,0,-0.9486832980505138,-0.9486832980505138,-1.4811853867544078,-0.2198703837216329,1.4974154852854644,-2.9942265960889483
0,0,-0.9486832980505138,-0.9486832980505138,-1.0589701414411274,-1.484161649109295,1.823226140979408,-2.1905346380880255
0,0,-0.9486832980505138,-0.9486832980505138,-1.905647910928553,0.1588738999088175,1.9122591028672329,3.0584149905218503
0,0,-0.9486832980505138,-0.9486832980505138,-1.3082036035372038,-1.2245745269325046,1.7919206010087871,-2.3892012126007565
0,0,-0.9486832980505138,-0.9486832980505138,-1.4029579979852551,0.1139014766917632,1.4075740444123568,3.0605836640430195
0,0,-0.9486832980505138,-0.9486832980505138,-1.714316578684218,-1.2522614382367077,2.1229790488005835,-2.510706604264125
0,0,-0.9486832980505138,-0.9486832980505138,-0.651752473061976,-0.1324516646028328,0.6650749804333818,-2.9410991423130124
0,0,-0.9486832980505138,-0.9486832980505138,-0.1311034391015308,-0.3181642142301778,0.3441171006517335,-1.9616576913782673
0,0,-0.9486832980505138,-0.9486832980505138,-1.332073749163719,-0.7324018409998352,1.5201424044842096,-2.6388870423849657
0,0,-0.9486832980505138,-0.9486832980505138,-1.26433173576867,-1.7157530814969093,2.1312774044544174,-2.2058580490698416
0,0,-0.9486832980505138,-0.9486832980505138,-0.6852428435977369,-0.9283423023788,1.153853190439704,-2.2066611155979805
0,0,-0.9486832980505138,-0.9486832980505138,-1.0954370760564025,-1.156521692553976,1.5929610205359432,-2.329076035572519
0,0,-0.9486832980505138,-0.9486832980505138,-2.0687283821759754,-1.4720622625469906,2.5390164284689836,-2.523138199656797
0,0,-0.9486832980505138,-0.9486832980505138,-0.9214256903261072,-2.390339654792771,2.561786284620122,-1.9387222495710068
0,0,-0.9486832980505138,-0.9486832980505138,-0.4930927460633956,-0.5742154010399165,0.7568776539255023,-2.2803335699580036
0,0,-0.9486832980505138,-0.9486832980505138,-1.4183086164935756,-1.653600279639721,2.178530058650668,-2.2797491421071543
0,0,-0.9486832980505138,-0.9486832980505138,-1.154044149965794,-0.6570612599640633,1.3279862195880778,-2.6240107930064527
0,0,-0.9486832980505138,-0.9486832980505138,-1.754810065273542,-1.5388556313296786,2.333974082816773,-2.4216673670622773
0,0,-0.9486832980505138,-0.9486832980505138,-0.436439210541828,-0.1125225514098834,0.45071111487754983,-2.889268082416301
0,0,-0.9486832980505138,-0.9486832980505138,-1.3886273224223258,0.2920541128134495,1.4190072041357116,2.9342953644074248
0,0,-0.9486832980505138,-0.9486832980505138,-0.1854377125650845,-0.1492902196373866,0.23806451839942472,-2.4637682759655224
0,0,-0.9486832980505138,-0.9486832980505138,-1.570207125286207,-1.6913922547679507,2.3078904167634535,-2.319056449610278
0,0,-0.9486832980505138,-0.9486832980505138,-0.5636904817853219,-1.799142806671871,1.8853810750228999,-1.874419491797147
0,0,-0.9486832980505138,-0.9486832980505138,-1.2719231556123096,-1.1202856381786668,1.6949420122506134,-2.4194978734193437
0,0,-0.9486832980505138,-0.9486832980505138,-0.0781677497716902,-1.5094254907618132,1.5114481497113654,-1.6225365318179612
0,0,-0.9486832980505138,-0.9486832980505138,-1.6660739584949718,-2.2024636417975887,2.7616387397006514,-2.218418544467763
0,0,-0.9486832980505138,-0.9486832980505138,-0.2287398850572354,-1.0362721211121924,1.0612171521467035,-1.7880460813004584
0,0,-0.9486832980505138,-0.9486832980505138,-0.7503502978663146,-0.7260650832141714,1.044124549357436,-2.372641775353556
0,0,-0.9486832980505138,-0.9486832980505138,-1.4278111441248376,0.2641120166962791,1.4520329957168512,2.9586832653574895
0,0,-0.9486832980505138,-0.9486832980505138,-0.6549564671686636,-2.022952706797966,2.126336198212144,-1.8839086506422238
0,0,-0.9486832980505138,-0.9486832980505138,-0.5426897978875167,-0.8777823092305868,1.0319951546055703,-2.124527707386343
0,0,-0.9486832980505138,-0.9486832980505138,-1.7160605481433897,-1.447565160511433,2.2450631837034525,-2.44086111682236
0,0,-0.9486832980505138,-0.9486832980505138,-1.016933729022358,-1.2046032157498607,1.5764590437490673,-2.2719172695281986
0,0,-0.9486832980505138,-0.9486832980505138,-1.8804655247333537,-1.0132569295020923,2.1360805684464936,-2.647363341068962
0,0,-0.9486832980505138,-0.9486832980505138,-0.8252083701481,-1.0109414415741125,1.3049794835377406,-2.25538384011056
0,0,-0.9486832980505138,-0.9486832980505138,0.2934471250818131,-0.4643723879770786,0.5493204255571749,-1.0072348763308152
0,0,-0.9486832980505138,-0.9486832980505138,-1.6784503565332505,-0.2120783647109563,1.6917957418450578,-3.015905036226895
0,0,-0.9486832980505138,-0.9486832980505138,-0.8301138910547969,0.7179606717714602,1.0975229374972815,2.4285150511405718
0,0,-0.9486832980505138,-0.9486832980505138,-1.5104160427372686,-0.083130427171134,1.5127019832338973,-3.086610027807887
0,0,-0.9486832980505138,-0.9486832980505138,-1.655910465915002,-0.8671939280996486,1.8692417660804974,-2.65916833048194
0,0,-0.9486832980505138,-0.9486832980505138,-1.0260960150938552,-0.6860012122383081,1.2342895508688054,-2.5522841570307278
0,0,-0.9486832980505138,-0.9486832980505138,-1.617266965976107,0.0086155899378991,1.6172899145260076,3.136265451205683
0,0,-0.9486832980505138,-0.9486832980505138,-0.6209341196484992,-0.4090487791577532,0.7435590660291252,-2.5590813978353655
0,0,-0.9486832980505138,-0.9486832980505138,-0.4071665767978052,-0.8551659662231162,0.9471501734400722,-2.0151628112528934
0,0,-0.9486832980505138,-0.9486832980505138,-0.4040355679638653,0.1477127176951578,0.43019040801576763,2.791094302256497
0,0,-0.9486832980505138,-0.9486832980505138,-0.5120909257605302,-1.355016019798259,1.4485529089944187,-1.9321266489116182
0,0,-0.9486832980505138,-0.9486832980505138,-0.6758358007892562,0.2276946427908381,0.7131611879400775,2.8166281509607174
0,0,-0.9486832980505138,-0.9486832980505138,-1.6587300120455593,-0.1999146213880994,1.6707337037078676,-3.0216484784592086
0,0,-0.9486832980505138,-0.9486832980505138,-1.6041747776559068,-2.0050951794172933,2.5678363257399885,-2.2455672632625188
0,0,-0.9486832980505138,-0.9486832980505138,-1.8685121662213744,-0.2775616707668346,1.8890151392713002,-2.9941241427423155
0,0,-0.9486832980505138,-0.9486832980505138,-0.4613643340693621,-1.3664114006381092,1.4421987257465823,-1.8964238970784175
0,0,-0.9486832980505138,-0.9486832980505138,-1.2056397828085847,-1.2334742316034115,1.7248263581938785,-2.3447832808519253
0,0,-0.9486832980505138,-0.9486832980505138,0.1154594998896034,-0.9399204277791442,0.9469853782774509,-1.4485690049283286
0,0,-0.9486832980505138,-0.9486832980505138,-1.4108749246770511,-1.3709849245573342,1.9672741843591488,-2.3705328352589596
0,0,-0.9486832980505138,-0.9486832980505138,-1.1324951808254329,-1.74492690101771,2.0802199942525545,-2.1464834091325207
0,0,-0.9486832980505138,-0.9486832980505138,-0.4484463693978185,-0.6313524298548701,0.77440947625254,-2.188398211518784
0,0,-0.9486832980505138,-0.9486832980505138,-0.9790092089660792,-0.4603660963961871,1.0818484061787268,-2.7020378798990703
0,0,-0.9486832980505138,-0.9486832980505138,-1.8820919984730609,-0.0281133738551393,1.8823019557196021,-3.126656463836652
0,0,-0.9486832980505138,-0.9486832980505138,-0.2619858811417871,-0.3594086282550891,0.4447596699138125,-2.200679610852838
0,0,-0.9486832980505138,-0.9486832980505138,-0.9494783987074183,-1.2046124643530245,1.5338189002899496,-2.238302079301818
0,0,-0.9486832980505138,-0.9486832980505138,0.2610514135639965,-1.069199536437555,1.1006068731577336,-1.3313254772515686
0,0,-0.9486832980505138,-0.9486832980505138,-0.8903530303680703,-0.3820147091413957,0.9688466115366204,-2.736288335437169
0,0,-0.9486832980505138,-0.9486832980505138,-1.3688068227587915,0.0449338648999226,1.3695441468772966,3.108777405939872
0,0,-0.9486832980505138,-0.9486832980505138,0.2986210116759595,-1.060610940910775,1.1018484816861223,-1.296345645661131
0,0,-0.9486832980505138,-0.9486832980505138,-0.987673111945443,-1.033330362554434,1.4294298913332104,-2.333606955735098
0,0,-0.9486832980505138,-0.9486832980505138,-1.6565505404905243,-0.2063822481370478,1.6693571593716996,-3.0176457608477385
0,0,-0.9486832980505138,-0.9486832980505138,-0.2883285519623751,0.2217990940163954,0.36376942145157537,2.4858798134566467
0,0,-0.9486832980505138,-0.9486832980505138,0.0175461829240829,-0.6371471249798887,0.637388678441454,-1.543264617546109
0,0,-0.9486832980505138,-0.9486832980505138,-0.0881271802358979,-1.3393193541967945,1.3422156057885966,-1.63650158455762
0,0,-0.9486832980505138,-0.9486832980505138,-1.4375008998811776,-1.891327515096444,2.375611206936035,-2.2206976051962215
0,0,-0.9486832980505138,-0.9486832980505138,0.1872384456825111,-1.1840773698128912,1.1987899954723584,-1.413964677669925
0,0,-0.9486832980505138,-0.9486832980505138,-0.2127029971976253,-0.2520798526984915,0.3298284662568502,-2.2716753471977897
0,0,-0.9486832980505138,-0.9486832980505138,-1.972116635832572,-1.34503289183021,2.3871232698444205,-2.5430325739570323
0,0,-0.9486832980505138,-0.9486832980505138,-0.8886699878685502,-1.4311482732129308,1.6846126341858663,-2.1264772072788363
0,0,-0.9486832980505138,-0.9486832980505138,-2.001895104341988,-1.4844557709446609,2.4922265034862554,-2.5035374835664697
0,0,-0.9486832980505138,-0.9486832980505138,-1.8666424544349656,-1.200695640202236,2.2194648168195075,-2.569985626559233
0,0,-0.9486832980505138,-0.9486832980505138,-0.5555439038407244,-0.5401216222122981,0.7748292688559438,-2.3702692811435586
0,0,-0.9486832980505138,-0.9486832980505138,0.0997674329441089,-0.8899582448880541,0.8955329241968063,-1.459158927400582
0,0,-0.9486832980505138,-0.9486832980505138,-1.38401407457633,-3.0574560884081103,3.3561186944399326,-1.9958671658789064
0,0,-0.9486832980505138,-0.9486832980505138,-1.7375160736352473,-1.7407721201351267,2.4595222463683046,-2.3552583844508406
0,0,-0.9486832980505138,-0.9486832980505138,-1.3612172327108545,-2.5878745863474872,2.9240395396253067,-2.0550254823933343
0,0,-0.9486832980505138,-0.9486832980505138,-1.7131976231982664,-1.235632306209104,2.1123052081268505,-2.516751261226957
0,0,-0.9486832980505138,-0.9486832980505138,-1.380496073909434,-1.4165592070897266,1.9779811417882722,-2.3433019544975897
0,0,-0.9486832980505138,-0.9486832980505138,1.1063685895858846,-1.1587926630408916,1.6021397853931663,-0.8085376712215006
0,0,-0.9486832980505138,-0.9486832980505138,-0.8283348216397057,-0.9726599341578984,1.2775781480038435,-2.276229041566583
0,0,-0.9486832980505138,-0.9486832980505138,-1.2866568367225886,-0.6317007251672917,1.4333637436679707,-2.685200855448833
0,0,-0.9486832980505138,-0.9486832980505138,-0.8837808217246973,-1.580249721606585,1.8105959580994513,-2.080726128715617
0,0,-0.9486832980505138,-0.9486832980505138,-0.9372081518195106,-0.8607654029658693,1.2725078383962662,-2.3986849588916423
0,0,-0.9486832980505138,-0.9486832980505138,-0.2806308261355158,-0.950647797434338,0.9912037607597443,-1.857843264152153
0,0,-0.9486832980505138,-0.9486832980505138,-1.3687280242108248,-1.1931296508969025,1.8157573538635146,-2.4246308241830663
0,0,-0.9486832980505138,-0.9486832980505138,-1.7786857764960082,-1.139197996807196,2.1122251696821377,-2.5719448628313506
0,0,-0.9486832980505138,-0.9486832980505138,-1.0137482469954189,-1.4957754728877393,1.8069393386549604,-2.166426586861452
0,0,-0.9486832980505138,-0.9486832980505138,-0.8528468652067165,-0.2508651695151433,0.8889775637038231,-2.855511150038908
0,0,-0.9486832980505138,-0.9486832980505138,-0.9727089882359492,-1.9713706792292025,2.198286862700046,-2.0291641628809427
0,0,-0.9486832980505138,-0.9486832980505138,-1.8579396713904952,-1.175169307137517,2.198400037064386,-2.5776096137558238
0,0,-0.9486832980505138,-0.9486832980505138,-0.2832730545029776,-0.0943255330706809,0.29856478291405203,-2.820156092675576
0,0,-0.9486832980505138,-0.9486832980505138,-0.8949137369427707,-1.4497693471030704,1.7037317149036515,-2.1238249674482597
0,0,-0.9486832980505138,-0.9486832980505138,-1.4789103891568236,-0.1443950528931546,1.4859427547708572,-3.0442650329284957
0,0,-0.9486832980505138,-0.9486832980505138,-1.4044594757542048,-0.3836437049345998,1.4559151456632773,-2.874936849464798
0,0,-0.9486832980505138,-0.9486832980505138,-2.1039856732467577,-0.437218464220268,2.148933618956794,-2.936703800789487
0,0,-0.9486832980505138,-0.9486832980505138,-0.1050584518313214,-1.0497826735214275,1.055026511480631,-1.6705406044367712
0,0,-0.9486832980505138,-0.9486832980505138,-1.4103935259474112,-1.5695682486453122,2.110155061882866,-2.302830182371589
0,0,-0.9486832980505138,-0.9486832980505138,-1.0549664938218288,-0.5112630104004704,1.1723242592774723,-2.6903206230991707
0,0,-0.9486832980505138,-0.9486832980505138,-0.9109504180656433,-0.9382785234559772,1.307745101980007,-2.3414174576574203
0,0,-0.9486832980505138,-0.9486832980505138,-0.9407396861932986,-0.9316158389567046,1.323971007452229,-2.3610673761900207
0,0,-0.9486832980505138,-0.9486832980505138,-0.2326626754030075,-1.5565747745754934,1.5738668779062712,-1.719168804047484
0,0,-0.9486832980505138,-0.9486832980505138,-0.8386789618869428,-0.9044542982991052,1.2334585436176957,-2.3184784151034306
0,0,-0.9486832980505138,-0.9486832980505138,-0.6622834620104228,-1.880282468389188,1.9935098557529756,-1.9094524107502373
0,0,-0.9486832980505138,-0.9486832980505138,-1.8086465394159967,-0.0798492462282012,1.8104082983307033,-3.097472684870104
0,0,-0.9486832980505138,-0.9486832980505138,-1.3568113182609771,-0.3430346767980915,1.3995033915096675,-2.893957732358282
0,0,-0.9486832980505138,-0.9486832980505138,-0.3328963946522619,0.0245603009031847,0.333801165295943,3.0679484670471022
0,0,-0.9486832980505138,-0.9486832980505138,-1.6957546863199964,-1.122260682305484,2.033482971461772,-2.55696265719607
0,0,-0.9486832980505138,-0.9486832980505138,-1.1549303364953396,-2.1518145224755783,2.4421649865015342,-2.063389669836799
0,0,-0.9486832980505138,-0.9486832980505138,-1.7746940529761668,-0.3345432182011945,1.8059507597145017,-2.9552715554724585
0,0,-0.9486832980505138,-0.9486832980505138,-0.8568450465294792,-0.9452044803338956,1.2757722929290223,-2.3072009842341075
0,0,-0.9486832980505138,-0.9486832980505138,-1.0332796246558522,-1.2613207247164142,1.6305203934106678,-2.2571381325009106
0,0,-0.9486832980505138,-0.9486832980505138,-0.0025562466718419,-0.6499104451950257,0.6499154723274742,-1.5747295356068232
0,0,-0.9486832980505138,-0.9486832980505138,-1.419766099477242,-0.6153628615154745,1.5473872264424748,-2.7326072135954185
0,0,-0.9486832980505138,-0.9486832980505138,-0.8088156180461595,-0.3798357840057759,0.893564730059705,-2.702543266855158
0,0,-0.9486832980505138,-0.9486832980505138,-1.26005711770594,-0.8525979355282334,1.5214030299524208,-2.546721051665704
0,0,-0.9486832980505138,-0.9486832980505138,-2.607858653743893,-2.078175598690885,3.334627501970967,-2.468751139100612
0,0,-0.9486832980505138,-0.9486832980505138,-0.5555081879831474,-1.1648680022088302,1.2905451598012023,-2.01578160753261
0,0,-0.9486832980505138,-0.9486832980505138,-1.6719960844133048,-2.474690129970448,2.986580343079117,-2.1649845504034078
0,0,-0.9486832980505138,-0.9486832980505138,-1.904195457689334,-1.660362469617919,2.526413242444792,-2.424492927495118
0,0,-0.9486832980505138,-0.9486832980505138,-0.4608344660056937,-2.01267063253459,2.064754581088498,-1.7958830677588287
0,0,-0.9486832980505138,-0.9486832980505138,-0.0363047646642306,1.4638754982500302,1.4643256162186398,1.595591689668962
0,0,-0.9486832980505138,-0.9486832980505138,-0.9279783052451662,-1.6597804387710076,1.901582193840847,-2.080596979159048
0,0,-0.9486832980505138,-0.9486832980505138,-0.6234386153637625,-2.61185577539851,2.6852311443541015,-1.8051076329221594
0,0,-0.9486832980505138,-0.9486832980505138,-1.227199021404017,-1.850872163860649,2.220753296764226,-2.1562827339619512
0,0,-0.9486832980505138,-0.9486832980505138,-1.6967357401289456,-2.426721205514985,2.961061968471282,-2.1809775026154545
0,0,-0.9486832980505138,-0.9486832980505138,-1.4717254496316752,-0.79890508440248,1.674582077109895,-2.6442665153769647
0,0,-0.9486832980505138,-0.9486832980505138,-0.3528278559467745,0.1462778041299199,0.38194854615912477,2.7485749573764084
0,0,-0.9486832980505138,-0.9486832980505138,-0.5148312883665904,-1.935373169950828,2.002678347225715,-1.830786836933131
0,0,-0.9486832980505138,-0.9486832980505138,-1.132105670526326,-0.2610734046454153,1.1618186484348625,-2.914946235254461
0,0,-0.9486832980505138,-0.9486832980505138,-1.0344280278138278,-1.3692995728722186,1.71610683379411,-2.2177719806501193
0,0,-0.9486832980505138,-0.9486832980505138,-0.2268878620375116,-0.7770990182651585,0.8095436900678221,-1.854867903973644
0,0,-0.9486832980505138,-0.9486832980505138,-0.2960579206841166,-0.680497459720466,0.7421098874734187,-1.9811577944363845
0,0,-0.9486832980505138,-0.9486832980505138,-1.20622063086056,0.0636008857389756,1.2078962219414504,3.088914029453094
0,0,-0.9486832980505138,-0.9486832980505138,0.1114425986657807,-1.1418886106850668,1.1473138419846831,-1.473509442664243
0,0,-0.9486832980505138,-0.9486832980505138,-0.4882608281129515,-1.6058044005810652,1.6783939970087653,-1.8659736841967764
0,0,-0.9486832980505138,-0.9486832980505138,-1.335419674262739,-1.4251876735661997,1.9530759358747516,-2.323688462268844
0,0,-0.9486832980505138,-0.9486832980505138,-0.4604908544292957,-0.0082061963258378,0.46056396805564476,-3.123773998284976
0,0,-0.9486832980505138,-0.9486832980505138,-0.4389630606921444,-1.9867052452795453,2.0346219059750323,-1.7882528512061997
0,0,-0.9486832980505138,-0.9486832980505138,0.897619592347253,-0.5500547916434004,1.0527493559131316,-0.5497728813546784
0,0,-0.9486832980505138,-0.9486832980505138,0.4394369958752633,-0.0716917843359095,0.4452466566804772,-0.16171988212270122
0,0,-0.9486832980505138,-0.9486832980505138,-1.3792165753094925,-0.7098042346967748,1.5511480951868906,-2.6662993399948114
0,0,-0.9486832980505138,-0.9486832980505138,-0.2271657702042456,-0.2492451671732457,0.3372349930118571,-2.309882351701774
0,1,-0.3162277660168379,-0.9486832980505138,-0.5912558334290776,-0.8343491122405418,1.0226054476974458,-2.18729957986682
0,1,-0.3162277660168379,-0.9486832980505138,-1.561719406252079,-2.101926257685735,2.6185991477530703,-2.209798744234396
0,1,-0.3162277660168379,-0.9486832980505138,-0.2669721482018801,-0.9569140052103332,0.9934578709151225,-1.842870839180795
0,1,-0.3162277660168379,-0.9486832980505138,-0.3805363191913896,-0.3176054329816071,0.4956622855162225,-2.4460920899894054
0,1,-0.3162277660168379,-0.9486832980505138,-0.4277985255981148,-1.3070546273213035,1.3752830171662678,-1.8871067750432862
0,1,-0.3162277660168379,-0.9486832980505138,-0.2544239156865319,-2.18682845427434,2.2015790281743617,-1.6866194032396642
0,1,-0.3162277660168379,-0.9486832980505138,-0.1579435232167,-1.5875057720749233,1.5953434529584225,-1.6699616088251277
0,1,-0.3162277660168379,-0.9486832980505138,-0.4146550803918506,-1.018029128278782,1.0992370725729863,-1.957589878989559
0,1,-0.3162277660168379,-0.9486832980505138,-0.4120636262753848,-1.109908335978821,1.18393114089228,-1.9262833217467472
0,1,-0.3162277660168379,-0.9486832980505138,-0.6287805786671916,-1.8005820412995566,1.907212810244186,-1.9067668520885614
0,1,-0.3162277660168379,-0.9486832980505138,-1.0657973256482156,-1.4021363521798342,1.7612240883723629,-2.2207452964673355
0,1,-0.3162277660168379,-0.9486832980505138,-1.035237547409771,-0.7429634199383524,1.2742493566541404,-2.5191029444260087
0,1,-0.3162277660168379,-0.9486832980505138,-1.7156092857133078,-1.8643914936587107,2.533628004039402,-2.3146591251893303
0,1,-0.3162277660168379,-0.9486832980505138,-0.3942217926413465,-1.2770286331262912,1.3364927802340574,-1.8702177211265922
0,1,-0.3162277660168379,-0.9486832980505138,-0.3430413334937405,-0.2487143091668309,0.4237170802192161,-2.5142666105076787
0,1,-0.3162277660168379,-0.9486832980505138,0.5435242272387264,-0.5937933116994856,0.8049901133644419,-0.8295691056519747
0,1,-0.3162277660168379,-0.9486832980505138,0.9908005764967364,-0.8506057534059414,1.3058391670161966,-0.7094101101490433
0,1,-0.3162277660168379,-0.9486832980505138,0.9230888042721688,-0.867421446725181,1.2666936909969309,-0.7543179549175207
0,1,-0.3162277660168379,-0.9486832980505138,-0.2909258801247263,-0.8285987941586144,0.8781878098718158,-1.9084559692336471
0,1,-0.3162277660168379,-0.9486832980505138,0.6390872008939781,-1.023048444920023,1.2062589154073753,-1.0124206192596281
0,1,-0.3162277660168379,-0.9486832980505138,1.1085406834913487,-0.5808956304805548,1.2515199480898687,-0.4826771255475016
0,1,-0.3162277660168379,-0.9486832980505138,-1.8422038986142335,-1.3556037485689725,2.2872203057868585,-2.507202879020838
0,1,-0.3162277660168379,-0.9486832980505138,-0.933452526981708,-1.303255548357863,1.603062270922153,-2.1923431202664414
0,1,-0.3162277660168379,-0.9486832980505138,-0.7648747775146343,-1.3851049574124097,1.5822607775984636,-2.0753379935996636
0,1,-0.3162277660168379,-0.9486832980505138,-0.2816608245485607,-0.965873954110545,1.0061040280778695,-1.8545404256832663
